ID,Player,From,To,Pos,Ht,Ht (cm),Wt,Birth Date,Colleges,HOF,URL
davisma02,Mark Davis,1996,2000,G-F,6-7,200.66,210.0,"April 26, 1973","Howard College, Texas Tech",N,/players/d/davisma02.html
davisme01,Mel Davis,1974,1977,F,6-6,198.12,220.0,"November 9, 1950",St. John's,N,/players/d/davisme01.html
davismi02,Mickey Davis,1972,1977,F-G,6-7,200.66,195.0,"June 16, 1950",Duquesne,N,/players/d/davismi02.html
davismi01,Mike Davis,1970,1973,G,6-3,190.5,185.0,"July 26, 1946",Virginia Union University,N,/players/d/davismi01.html
davismi03,Mike Davis,1983,1983,F,6-10,208.28,230.0,"August 2, 1956",Maryland,N,/players/d/davismi03.html
davismo01,Monti Davis,1981,1981,F,6-7,200.66,205.0,"July 26, 1958",Tennessee State,N,/players/d/davismo01.html
davispa01,Paul Davis,2007,2010,C,6-11,210.82,270.0,"July 21, 1984",Michigan State,N,/players/d/davispa01.html
davisra01,Ralph Davis,1961,1962,G,6-4,193.04,180.0,"September 7, 1938",Cincinnati,N,/players/d/davisra01.html
davisre01,Red Davis,1956,1956,C,6-7,200.66,220.0,"April 22, 1932",St. John's,N,/players/d/davisre01.html
davisri01,Ricky Davis,1999,2010,G,6-6,198.12,195.0,"September 23, 1979",Iowa,N,/players/d/davisri01.html
davisro01,Ron Davis,1977,1982,G-F,6-6,198.12,198.0,"May 1, 1954",Washington State,N,/players/d/davisro01.html
daviste02,Terence Davis,2020,2020,G,6-4,193.04,201.0,"May 16, 1997",Ole Miss,N,/players/d/daviste02.html
daviste01,Terry Davis,1990,2001,F-C,6-9,205.74,225.0,"June 17, 1967",Virginia Union University,N,/players/d/daviste01.html
davisty01,Tyler Davis,2019,2019,C,6-10,208.28,266.0,"May 22, 1997",Texas A&M,N,/players/d/davisty01.html
daviswa01,Walt Davis,1954,1958,C-F,6-8,203.2,205.0,"January 5, 1931",Texas A&M,N,/players/d/daviswa01.html
daviswa03,Walter Davis,1978,1992,G-F,6-6,198.12,193.0,"September 9, 1954",UNC,N,/players/d/daviswa03.html
daviswa02,Warren Davis,1968,1973,F-C,6-6,198.12,212.0,"June 30, 1943",North Carolina A&T,N,/players/d/daviswa02.html
daviswi01,Willie Davis,1971,1971,C,6-8,203.2,234.0,"August 9, 1945",University of North Texas,N,/players/d/daviswi01.html
dawkian01,Andre Dawkins,2015,2015,G,6-5,195.58,215.0,"September 19, 1991",Duke,N,/players/d/dawkian01.html
dawkida01,Darryl Dawkins,1976,1989,C,6-11,210.82,251.0,"January 11, 1957",,N,/players/d/dawkida01.html
dawkijo01,Johnny Dawkins,1987,1995,G,6-2,187.96,165.0,"September 28, 1963",Duke,N,/players/d/dawkijo01.html
dawkipa01,Paul Dawkins,1980,1980,F,6-5,195.58,190.0,"June 10, 1957",Northern Illinois,N,/players/d/dawkipa01.html
dawsobr01,Branden Dawson,2016,2016,F,6-6,198.12,225.0,"February 1, 1993",Michigan State,N,/players/d/dawsobr01.html
dawsoer01,Eric Dawson,2012,2012,F,6-9,205.74,250.0,"July 7, 1984",Midwestern State University,N,/players/d/dawsoer01.html
dawsoji01,Jimmy Dawson,1968,1968,G,6-0,182.88,175.0,"April 18, 1945",Illinois,N,/players/d/dawsoji01.html
dawsoto01,Tony Dawson,1991,1995,F,6-7,200.66,215.0,"August 25, 1967",Florida State,N,/players/d/dawsoto01.html
dayto01,Todd Day,1993,2001,G-F,6-6,198.12,188.0,"January 7, 1970",Arkansas,N,/players/d/dayto01.html
dayeau01,Austin Daye,2010,2015,F,6-11,210.82,220.0,"June 5, 1988",Gonzaga,N,/players/d/dayeau01.html
dayeda01,Darren Daye,1984,1988,F-G,6-8,203.2,220.0,"November 30, 1960",UCLA,N,/players/d/dayeda01.html
decolna01,Nando De Colo,2013,2014,G,6-5,195.58,200.0,"June 23, 1987",,N,/players/d/decolna01.html
deangbi01,Billy DeAngelis,1971,1971,G,6-1,185.42,180.0,"October 5, 1946",Saint Joseph's,N,/players/d/deangbi01.html
debusda01,Dave DeBusschere*,1963,1974,F-G,6-6,198.12,220.0,"October 16, 1940",Detroit Mercy,Y,/players/d/debusda01.html
declean01,Andrew DeClercq,1996,2005,F-C,6-10,208.28,230.0,"February 1, 1973",Florida,N,/players/d/declean01.html
delonna01,Nate DeLong,1952,1952,C,6-6,198.12,220.0,"January 5, 1926",Wisconsin-River Falls,N,/players/d/delonna01.html
deprejo01,Joe DePre,1971,1973,G,6-3,190.5,185.0,"December 19, 1947",St. John's,N,/players/d/deprejo01.html
derozde01,DeMar DeRozan,2010,2020,G-F,6-6,198.12,220.0,"August 7, 1989",USC,N,/players/d/derozde01.html
dezonha01,Hank DeZonie,1951,1951,C-F,6-6,198.12,215.0,"February 12, 1922",Clark Atlanta University,N,/players/d/dezonha01.html
deanegr01,Greg Deane,1980,1980,G,6-4,193.04,190.0,"December 6, 1957",Utah,N,/players/d/deanegr01.html
dedmode01,Dewayne Dedmon,2014,2020,C,7-0,213.36,245.0,"August 12, 1989",USC,N,/players/d/dedmode01.html
deedo01,Don Dee,1969,1969,F,6-8,203.2,210.0,"August 9, 1943",Saint Mary of the Plains College,N,/players/d/deedo01.html
deesar01,Archie Dees,1959,1962,F-C,6-8,203.2,205.0,"February 22, 1936",Indiana,N,/players/d/deesar01.html
deherte01,Terry Dehere,1994,1999,G,6-2,187.96,190.0,"September 12, 1971",Seton Hall,N,/players/d/deherte01.html
dehnere01,Red Dehnert,1947,1947,F,6-3,190.5,175.0,"January 24, 1924",Columbia University,N,/players/d/dehnere01.html
dejeabr01,Bryce Dejean-Jones,2016,2016,G,6-6,198.12,209.0,"August 21, 1992","USC, UNLV, Iowa State",N,/players/d/dejeabr01.html
dekkesa01,Sam Dekker,2016,2019,F,6-9,205.74,230.0,"May 6, 1994",Wisconsin,N,/players/d/dekkesa01.html
delnevi01,Vinny Del Negro,1989,2002,G,6-4,193.04,185.0,"August 9, 1966",NC State,N,/players/d/delnevi01.html
delanma01,Malcolm Delaney,2017,2018,G,6-3,190.5,190.0,"March 11, 1989",Virginia Tech,N,/players/d/delanma01.html
delebi01,Bison Dele,1992,1999,F-C,6-9,205.74,235.0,"April 6, 1969","Maryland, Arizona",N,/players/d/delebi01.html
delfica01,Carlos Delfino,2005,2013,G,6-6,198.12,230.0,"August 29, 1982",,N,/players/d/delfica01.html
delgaan01,Ángel Delgado,2019,2019,C,6-10,208.28,245.0,"November 20, 1994",Seton Hall,N,/players/d/delgaan01.html
delkto01,Tony Delk,1997,2006,G,6-1,185.42,189.0,"January 28, 1974",Kentucky,N,/players/d/delkto01.html
dellama01,Matthew Dellavedova,2014,2020,G,6-3,190.5,200.0,"September 8, 1990",Saint Mary's,N,/players/d/dellama01.html
dembofe01,Fennis Dembo,1989,1989,F,6-5,195.58,215.0,"January 24, 1966",Wyoming,N,/players/d/dembofe01.html
demicla01,Larry Demic,1980,1982,F-C,6-9,205.74,225.0,"June 27, 1957",Arizona,N,/players/d/demicla01.html
dempsde01,Dell Demps,1994,1997,G,6-3,190.5,205.0,"February 12, 1970",University of the Pacific,N,/players/d/dempsde01.html
dempsge01,George Dempsey,1955,1959,G,6-2,187.96,190.0,"July 19, 1929",King's College,N,/players/d/dempsge01.html
denglu01,Luol Deng,2005,2019,F,6-9,205.74,237.0,"April 16, 1985",Duke,N,/players/d/denglu01.html
dennake01,Kenny Dennard,1982,1984,F,6-8,203.2,220.0,"October 18, 1958",Duke,N,/players/d/dennake01.html
dennibl01,Blaine Denning,1953,1953,G,6-2,187.96,175.0,"September 19, 1930",Lawrence Technological University,N,/players/d/dennibl01.html
dentmju01,Justin Dentmon,2012,2013,G,5-11,180.34,185.0,"September 5, 1985",Washington,N,/players/d/dentmju01.html
dentora01,Randy Denton,1972,1977,C,6-10,208.28,240.0,"February 18, 1949",Duke,N,/players/d/dentora01.html
derliro01,Rod Derline,1975,1976,G,6-0,182.88,175.0,"March 11, 1952",Seattle University,N,/players/d/derliro01.html
derrima01,Marcus Derrickson,2019,2019,F,6-7,200.66,249.0,"February 1, 1996",Georgetown,N,/players/d/derrima01.html
deutsda01,Dave Deutsch,1967,1967,G,6-1,185.42,170.0,"May 13, 1945",University of Rochester,N,/players/d/deutsda01.html
devlico01,Corky Devlin,1956,1958,G,6-5,195.58,195.0,"December 21, 1931",George Washington,N,/players/d/devlico01.html
digreer01,Ernie DiGregorio,1974,1978,G,6-0,182.88,180.0,"January 15, 1951",Providence,N,/players/d/digreer01.html
divindo01,Donte DiVincenzo,2019,2020,G,6-4,193.04,203.0,"January 31, 1997",Villanova,N,/players/d/divindo01.html
dialde01,Derrick Dial,2000,2004,G,6-4,193.04,184.0,"December 20, 1975",Eastern Michigan,N,/players/d/dialde01.html
diallch01,Cheick Diallo,2017,2020,F,6-8,203.2,219.0,"September 13, 1996",Kansas,N,/players/d/diallch01.html
diallha01,Hamidou Diallo,2019,2020,G,6-5,195.58,202.0,"July 31, 1998",Kentucky,N,/players/d/diallha01.html
diawbo01,Boris Diaw,2004,2017,F-C,6-8,203.2,250.0,"April 16, 1982",,N,/players/d/diawbo01.html
diawaya01,Yakhouba Diawara,2007,2010,G-F,6-7,200.66,225.0,"August 29, 1982",Pepperdine,N,/players/d/diawaya01.html
diazgu01,Guillermo Díaz,2008,2008,G,6-2,187.96,192.0,"March 4, 1985",Miami (FL),N,/players/d/diazgu01.html
dickada01,Dan Dickau,2003,2008,G,6-0,182.88,190.0,"September 16, 1978","Washington, Gonzaga",N,/players/d/dickada01.html
dickeka01,Kaniel Dickens,2004,2008,F,6-8,203.2,215.0,"July 21, 1978","Tyler Junior College, Idaho",N,/players/d/dickeka01.html
dickehe01,Henry Dickerson,1976,1977,G,6-4,193.04,190.0,"November 27, 1951",University of Charleston,N,/players/d/dickehe01.html
dickemi01,Michael Dickerson,1999,2003,G-F,6-5,195.58,190.0,"June 25, 1975",Arizona,N,/players/d/dickemi01.html
dickecl01,Clyde Dickey,1975,1975,G,6-3,190.5,185.0,"December 14, 1951",Boise State,N,/players/d/dickecl01.html
dickede01,Derrek Dickey,1974,1978,F,6-7,200.66,218.0,"March 20, 1951",Cincinnati,N,/players/d/dickede01.html
dickedi01,Dick Dickey,1952,1952,G,6-1,185.42,175.0,"October 26, 1926",NC State,N,/players/d/dickedi01.html
dicksjo01,John Dickson,1968,1968,C,6-10,208.28,240.0,"November 18, 1945",Arkansas State University,N,/players/d/dicksjo01.html
dienetr01,Travis Diener,2006,2010,G,6-1,185.42,175.0,"March 1, 1982",Marquette,N,/players/d/dienetr01.html
dienggo01,Gorgui Dieng,2014,2020,C,6-10,208.28,252.0,"January 18, 1990",Louisville,N,/players/d/dienggo01.html
dierkco01,Connie Dierking,1959,1971,C-F,6-9,205.74,222.0,"October 2, 1936",Cincinnati,N,/players/d/dierkco01.html
dietrco01,Coby Dietrick,1971,1983,C-F,6-10,208.28,220.0,"July 23, 1948",San Jose State,N,/players/d/dietrco01.html
dillcr01,Craig Dill,1968,1968,C,6-11,210.82,215.0,"December 17, 1944",Michigan,N,/players/d/dillcr01.html
dilladw01,Dwaine Dillard,1976,1976,F,6-6,198.12,230.0,"March 9, 1949",Eastern Michigan,N,/players/d/dilladw01.html
dillami01,Mickey Dillard,1982,1982,G,6-3,190.5,170.0,"October 15, 1958",Florida State,N,/players/d/dillami01.html
dillebo01,Bob Dille,1947,1947,F,6-3,190.5,190.0,"July 2, 1917",Valparaiso,N,/players/d/dillebo01.html
dilloho01,Hook Dillon,1950,1950,F,6-3,190.5,180.0,"January 8, 1924",UNC,N,/players/d/dilloho01.html
dinkiby01,Byron Dinkins,1990,1991,G,6-1,185.42,170.0,"June 15, 1967",UNC Charlotte,N,/players/d/dinkiby01.html
dinkija01,Jackie Dinkins,1972,1972,F,6-5,195.58,210.0,"January 22, 1950",Voorhees College,N,/players/d/dinkija01.html
dinneha01,Harry Dinnel,1968,1968,F-G,6-4,193.04,200.0,"October 9, 1940",Pepperdine,N,/players/d/dinneha01.html
dinwibi01,Bill Dinwiddie,1968,1972,F,6-7,200.66,220.0,"July 15, 1943",New Mexico Highlands University,N,/players/d/dinwibi01.html
dinwisp01,Spencer Dinwiddie,2015,2020,G,6-5,195.58,215.0,"April 6, 1993",Colorado,N,/players/d/dinwisp01.html
dioguik01,Ike Diogu,2006,2012,F,6-8,203.2,250.0,"September 11, 1983",Arizona State,N,/players/d/dioguik01.html
diopde01,DeSagana Diop,2002,2013,C,7-0,213.36,300.0,"January 30, 1982",,N,/players/d/diopde01.html
dischte01,Terry Dischinger,1963,1973,F-G,6-7,200.66,189.0,"November 21, 1940",Purdue,N,/players/d/dischte01.html
diutefr01,Fred Diute,1955,1955,G,6-3,190.5,210.0,"January 9, 1929",St. Bonaventure,N,/players/d/diutefr01.html
divacvl01,Vlade Divac*,1990,2005,C,7-1,215.9,243.0,"February 3, 1968",,Y,/players/d/divacvl01.html
dixonju01,Juan Dixon,2003,2009,G,6-3,190.5,164.0,"October 9, 1978",Maryland,N,/players/d/dixonju01.html
doddea01,Earl Dodd,1950,1950,F,6-5,195.58,175.0,"November 1, 1924",Truman State University,N,/players/d/doddea01.html
doleami01,Michael Doleac,1999,2008,C,6-11,210.82,262.0,"June 15, 1977",Utah,N,/players/d/doleami01.html
dolhojo01,Joe Dolhon,1950,1951,G,6-0,182.88,175.0,"July 9, 1927",NYU,N,/players/d/dolhojo01.html
dollbo01,Bob Doll,1947,1950,F-C,6-5,195.58,195.0,"August 10, 1919",Colorado,N,/players/d/dollbo01.html
donalja01,James Donaldson,1981,1995,C,7-2,218.44,275.0,"August 16, 1957",Washington State,N,/players/d/donalja01.html
doncilu01,Luka Dončić,2019,2020,G-F,6-7,200.66,230.0,"February 28, 1999",,N,/players/d/doncilu01.html
donhabo01,Bob Donham,1951,1954,G-F,6-2,187.96,190.0,"October 11, 1926",Ohio State,N,/players/d/donhabo01.html
donovbi01,Billy Donovan,1988,1988,G,5-11,180.34,171.0,"May 30, 1965",Providence,N,/players/d/donovbi01.html
donovha01,Harry Donovan,1950,1950,G,6-2,187.96,180.0,"September 10, 1926",Muhlenberg College,N,/players/d/donovha01.html
doolike01,Keyon Dooling,2001,2013,G,6-3,190.5,196.0,"May 8, 1980",Missouri,N,/players/d/doolike01.html
djordal01,Aleksandar Đorđević,1997,1997,G,6-2,187.96,198.0,"August 26, 1967",,N,/players/d/djordal01.html
dorseja01,Jacky Dorsey,1978,1981,F,6-7,200.66,230.0,"December 18, 1954",Georgia,N,/players/d/dorseja01.html
dorsejo01,Joey Dorsey,2009,2015,F,6-8,203.2,268.0,"December 16, 1983",Memphis,N,/players/d/dorsejo01.html
dorsero01,Ron Dorsey,1972,1972,F,6-4,193.04,200.0,"October 10, 1948",Tennessee State,N,/players/d/dorsero01.html
dorsety01,Tyler Dorsey,2018,2019,G,6-5,195.58,183.0,"February 18, 1996",Oregon,N,/players/d/dorsety01.html
dortlu01,Luguentz Dort,2020,2020,G,6-3,190.5,220.0,"April 19, 1999",Arizona State,N,/players/d/dortlu01.html
dotsoda01,Damyean Dotson,2018,2020,G,6-5,195.58,210.0,"May 6, 1994","Oregon, Houston",N,/players/d/dotsoda01.html
doubyqu01,Quincy Douby,2007,2009,G,6-3,190.5,175.0,"May 16, 1984",Rutgers University,N,/players/d/doubyqu01.html
douglbr01,Bruce Douglas,1987,1987,G,6-3,190.5,195.0,"April 9, 1964",Illinois,N,/players/d/douglbr01.html
dougljo01,John Douglas,1982,1983,G,6-2,187.96,170.0,"June 12, 1956",Kansas,N,/players/d/dougljo01.html
douglle01,Leon Douglas,1977,1983,C-F,6-10,208.28,230.0,"August 26, 1954",Alabama,N,/players/d/douglle01.html
douglsh01,Sherman Douglas,1990,2001,G,6-0,182.88,180.0,"September 15, 1966",Syracuse,N,/players/d/douglsh01.html
douglto01,Toney Douglas,2010,2017,G,6-2,187.96,195.0,"March 16, 1986","Auburn, Florida State",N,/players/d/douglto01.html
douglch01,Chris Douglas-Roberts,2009,2015,G,6-7,200.66,200.0,"January 8, 1987",Memphis,N,/players/d/douglch01.html
doumbse01,Sekou Doumbouya,2020,2020,F,6-8,203.2,230.0,"December 23, 2000",,N,/players/d/doumbse01.html
doveso01,Sonny Dove,1968,1972,F,6-7,200.66,198.0,"August 16, 1945",St. John's,N,/players/d/doveso01.html
doverje01,Jerry Dover,1972,1972,G,5-7,170.18,155.0,"October 16, 1949",LeMoyne-Owen College,N,/players/d/doverje01.html
dowdeza01,Zabian Dowdell,2011,2011,G,6-3,190.5,191.0,"September 10, 1984",Virginia Tech,N,/players/d/dowdeza01.html
downebi01,Bill Downey,1948,1948,C,6-6,198.12,210.0,"November 11, 1923",Marquette,N,/players/d/downebi01.html
downist01,Steve Downing,1974,1975,C,6-8,203.2,225.0,"September 9, 1950",Indiana,N,/players/d/downist01.html
doyleda01,Danny Doyle,1963,1963,F,6-8,203.2,200.0,"February 6, 1940",Belmont Abbey College,N,/players/d/doyleda01.html
doylemi01,Milton Doyle,2018,2018,G,6-4,193.04,185.0,"October 31, 1993",Loyola Chicago,N,/players/d/doylemi01.html
doziepj01,PJ Dozier,2018,2020,G,6-6,198.12,205.0,"October 25, 1996",South Carolina,N,/players/d/doziepj01.html
doziete01,Terry Dozier,1990,1990,F,6-9,205.74,210.0,"June 29, 1966",South Carolina,N,/players/d/doziete01.html
dragigo01,Goran Dragić,2009,2020,G,6-3,190.5,190.0,"May 6, 1986",,N,/players/d/dragigo01.html
dragizo01,Zoran Dragić,2015,2015,G-F,6-5,195.58,200.0,"June 22, 1989",,N,/players/d/dragizo01.html
dreilgr01,Greg Dreiling,1987,1997,C,7-1,215.9,250.0,"November 7, 1962","Wichita State, Kansas",N,/players/d/dreilgr01.html
drewbr01,Bryce Drew,1999,2004,G,6-2,187.96,185.0,"September 21, 1974",Valparaiso,N,/players/d/drewbr01.html
drewjo01,John Drew,1975,1985,F-G,6-6,198.12,205.0,"September 30, 1954",Gardner-Webb University,N,/players/d/drewjo01.html
drewla01,Larry Drew,1981,1991,G,6-1,185.42,170.0,"April 2, 1958",Missouri,N,/players/d/drewla01.html
drewla02,Larry Drew,2015,2018,G,6-2,187.96,180.0,"March 5, 1990","UNC, UCLA",N,/players/d/drewla02.html
drexlcl01,Clyde Drexler*,1984,1998,G,6-7,200.66,210.0,"June 22, 1962",Houston,Y,/players/d/drexlcl01.html
driggna01,Nate Driggers,1997,1997,G,6-5,195.58,215.0,"October 12, 1973",University of Montevallo,N,/players/d/driggna01.html
driscte01,Terry Driscoll,1971,1975,F,6-7,200.66,215.0,"August 28, 1947",Boston College,N,/players/d/driscte01.html
drobnpr01,Predrag Drobnjak,2002,2005,C,6-11,210.82,270.0,"October 27, 1975",,N,/players/d/drobnpr01.html
drollra01,Ralph Drollinger,1981,1981,C,7-2,218.44,250.0,"April 20, 1954",UCLA,N,/players/d/drollra01.html
drumman01,Andre Drummond,2013,2020,C,6-10,208.28,279.0,"August 10, 1993",UConn,N,/players/d/drumman01.html
duvalde01,Dennis DuVal,1975,1976,G,6-3,190.5,175.0,"March 31, 1952",Syracuse,N,/players/d/duvalde01.html
duckedi01,Dick Duckett,1958,1958,G,6-1,185.42,185.0,"March 25, 1933",St. John's,N,/players/d/duckedi01.html
duckwke01,Kevin Duckworth,1987,1997,C,7-0,213.36,275.0,"April 1, 1964",Eastern Illinois University,N,/players/d/duckwke01.html
dudlech01,Charles Dudley,1973,1979,G,6-2,187.96,180.0,"March 5, 1950",Washington,N,/players/d/dudlech01.html
dudlech02,Chris Dudley,1988,2003,C,6-11,210.82,235.0,"February 22, 1965",Yale,N,/players/d/dudlech02.html
dudleja01,Jared Dudley,2008,2020,F-G,6-6,198.12,237.0,"July 10, 1985",Boston College,N,/players/d/dudleja01.html
duerote01,Terry Duerod,1980,1983,G,6-2,187.96,180.0,"July 29, 1956",Detroit Mercy,N,/players/d/duerote01.html
duffybo01,Bob Duffy,1947,1947,F,6-4,193.04,175.0,"July 5, 1922",Tulane,N,/players/d/duffybo01.html
duffybo02,Bob Duffy,1963,1965,G,6-3,190.5,185.0,"September 26, 1940",Colgate,N,/players/d/duffybo02.html
duhonch01,Chris Duhon,2005,2013,G,6-1,185.42,185.0,"August 31, 1982",Duke,N,/players/d/duhonch01.html
dukandu01,Duje Dukan,2016,2016,F,6-9,205.74,220.0,"December 4, 1991",Wisconsin,N,/players/d/dukandu01.html
dukeswa01,Walter Dukes,1956,1963,C,7-0,213.36,220.0,"June 23, 1930",Seton Hall,N,/players/d/dukeswa01.html
dumarjo01,Joe Dumars*,1986,1999,G,6-3,190.5,190.0,"May 24, 1963",McNeese State University,Y,/players/d/dumarjo01.html
dumasri01,Rich Dumas,1969,1969,G,6-3,190.5,170.0,"April 21, 1944",Northeastern State University,N,/players/d/dumasri01.html
dumasri02,Richard Dumas,1993,1996,F,6-7,200.66,200.0,"May 19, 1969",Oklahoma State,N,/players/d/dumasri02.html
dumasto01,Tony Dumas,1995,1998,G,6-6,198.12,190.0,"August 25, 1972",Missouri-Kansas City,N,/players/d/dumasto01.html
duncaan01,Andy Duncan,1949,1951,F-C,6-6,198.12,195.0,"April 17, 1922",William & Mary,N,/players/d/duncaan01.html
duncati01,Tim Duncan*,1998,2016,F-C,6-11,210.82,250.0,"April 25, 1976",Wake Forest,Y,/players/d/duncati01.html
dunlemi01,Mike Dunleavy,1977,1990,G,6-3,190.5,180.0,"March 21, 1954",South Carolina,N,/players/d/dunlemi01.html
dunlemi02,Mike Dunleavy,2003,2017,F-G,6-9,205.74,230.0,"September 15, 1980",Duke,N,/players/d/dunlemi02.html
dunnkr01,Kris Dunn,2017,2020,G,6-3,190.5,205.0,"March 18, 1994",Providence,N,/players/d/dunnkr01.html
dunnpa01,Pat Dunn,1958,1958,G,6-2,187.96,170.0,"March 17, 1931",Utah State University,N,/players/d/dunnpa01.html
dunntr01,T.R. Dunn,1978,1991,G-F,6-4,193.04,192.0,"February 1, 1955",Alabama,N,/players/d/dunntr01.html
duprero01,Ronald Dupree,2004,2011,F,6-7,200.66,209.0,"January 26, 1981",LSU,N,/players/d/duprero01.html
duranke01,Kevin Durant,2008,2019,F-G,6-10,208.28,240.0,"September 29, 1988",Texas,N,/players/d/duranke01.html
durenjo01,John Duren,1981,1983,G,6-3,190.5,195.0,"October 30, 1958",Georgetown,N,/players/d/durenjo01.html
durhaja01,Jarrett Durham,1972,1972,F,6-5,195.58,188.0,"August 22, 1949",Duquesne,N,/players/d/durhaja01.html
durhapa01,Pat Durham,1993,1995,F,6-7,200.66,210.0,"March 10, 1967",Colorado State,N,/players/d/durhapa01.html
durrade01,Devin Durrant,1985,1986,F,6-7,200.66,200.0,"October 20, 1960",BYU,N,/players/d/durrade01.html
durreke01,Ken Durrett,1972,1975,F,6-7,200.66,190.0,"December 8, 1948",La Salle,N,/players/d/durreke01.html
duvaltr01,Trevon Duval,2019,2019,G,6-2,187.96,189.0,"August 3, 1998",Duke,N,/players/d/duvaltr01.html
dwanja01,Jack Dwan,1949,1949,F-G,6-4,193.04,200.0,"May 3, 1921",Loyola Chicago,N,/players/d/dwanja01.html
dykemcr01,Craig Dykema,1982,1982,F,6-8,203.2,190.0,"June 11, 1959",Cal State Long Beach,N,/players/d/dykemcr01.html
dykerge01,Gene Dyker,1954,1954,F,6-6,198.12,225.0,"February 17, 1930",DePaul,N,/players/d/dykerge01.html
dysonje01,Jerome Dyson,2012,2012,G,6-3,190.5,180.0,"May 1, 1987",UConn,N,/players/d/dysonje01.html
eacklle01,Ledell Eackles,1989,1998,G-F,6-5,195.58,220.0,"November 24, 1966",New Orleans,N,/players/e/eacklle01.html
eakinji01,Jim Eakins,1969,1978,C,6-11,210.82,215.0,"May 24, 1946",BYU,N,/players/e/eakinji01.html
earlac01,Acie Earl,1994,1997,F-C,6-10,208.28,240.0,"June 23, 1970",Iowa,N,/players/e/earlac01.html
earleed01,Ed Earle,1954,1954,F,6-3,190.5,190.0,"April 28, 1927",Loyola Chicago,N,/players/e/earleed01.html
earlycl01,Cleanthony Early,2015,2016,F,6-8,203.2,210.0,"April 17, 1991",Wichita State,N,/players/e/earlycl01.html
earlype01,Penny Early,1969,1969,G,5-3,160.02,114.0,"May 30, 1943",,N,/players/e/earlype01.html
eatonma01,Mark Eaton,1983,1993,C,7-4,223.52,275.0,"January 24, 1957",UCLA,N,/players/e/eatonma01.html
eavesje01,Jerry Eaves,1983,1987,G,6-4,193.04,180.0,"February 8, 1959",Louisville,N,/players/e/eavesje01.html
ebankde01,Devin Ebanks,2011,2013,F,6-9,205.74,215.0,"October 28, 1989",West Virginia,N,/players/e/ebankde01.html
ebbenbi01,Bill Ebben,1958,1958,G,6-4,193.04,190.0,"October 7, 1935",Detroit Mercy,N,/players/e/ebbenbi01.html
eberhal01,Al Eberhard,1975,1978,F,6-6,198.12,225.0,"May 10, 1952",Missouri,N,/players/e/eberhal01.html
ebind01,Ndudi Ebi,2004,2005,F,6-9,205.74,200.0,"June 18, 1984",,N,/players/e/ebind01.html
ebronro01,Roy Ebron,1974,1974,C,6-9,205.74,220.0,"August 31, 1951",Louisiana,N,/players/e/ebronro01.html
eddieja01,Jarell Eddie,2016,2018,G-F,6-7,200.66,218.0,"October 30, 1991",Virginia Tech,N,/players/e/eddieja01.html
eddiepa01,Patrick Eddie,1992,1992,C,6-11,210.82,240.0,"December 27, 1967","Arkansas State University, Ole Miss",N,/players/e/eddiepa01.html
eddledi01,Dike Eddleman,1950,1953,F-G,6-3,190.5,189.0,"December 27, 1922",Illinois,N,/players/e/eddledi01.html
edelike01,Kenton Edelin,1985,1985,F,6-8,203.2,205.0,"May 24, 1962",Virginia,N,/players/e/edelike01.html
edgech01,Charles Edge,1974,1975,F,6-6,198.12,210.0,"February 23, 1950",LeMoyne-Owen College,N,/players/e/edgech01.html
edmonbo01,Bobby Edmonds,1968,1970,F,6-6,198.12,220.0,"March 8, 1941",Tennessee State,N,/players/e/edmonbo01.html
edmonke01,Keith Edmonson,1983,1984,G,6-5,195.58,195.0,"September 28, 1960",Purdue,N,/players/e/edmonke01.html
edneyty01,Tyus Edney,1996,2001,G,5-10,177.8,152.0,"February 14, 1973",UCLA,N,/players/e/edneyty01.html
edwarbi01,Bill Edwards,1994,1994,F,6-8,203.2,215.0,"September 22, 1971",Wright State University,N,/players/e/edwarbi01.html
edwarbl01,Blue Edwards,1990,1999,G-F,6-4,193.04,200.0,"October 31, 1965",East Carolina University,N,/players/e/edwarbl01.html
edwarca01,Carsen Edwards,2020,2020,G,5-11,180.34,200.0,"March 12, 1998",Purdue,N,/players/e/edwarca01.html
edwarco01,Corsley Edwards,2005,2005,F,6-9,205.74,275.0,"March 5, 1979",Central Connecticut State University,N,/players/e/edwarco01.html
edwardo01,Doug Edwards,1994,1996,F,6-7,200.66,220.0,"January 21, 1971",Florida State,N,/players/e/edwardo01.html
edwarfr01,Franklin Edwards,1982,1988,G,6-1,185.42,170.0,"February 2, 1959",Cleveland State University,N,/players/e/edwarfr01.html
edwarja01,James Edwards,1978,1996,C-F,7-0,213.36,225.0,"November 22, 1955",Washington,N,/players/e/edwarja01.html
edwarja02,Jay Edwards,1990,1990,G,6-4,193.04,185.0,"January 3, 1969",Indiana,N,/players/e/edwarja02.html
edwarjo01,John Edwards,2005,2006,C,7-0,213.36,275.0,"July 31, 1981",Kent State University,N,/players/e/edwarjo01.html
edwarke01,Kevin Edwards,1989,2001,G,6-3,190.5,190.0,"October 30, 1965",DePaul,N,/players/e/edwarke01.html
edwarsh01,Shane Edwards,2014,2014,F,6-7,200.66,220.0,"May 31, 1987",Little Rock,N,/players/e/edwarsh01.html
edwarvi01,Vince Edwards,2019,2019,F,6-8,203.2,225.0,"April 5, 1996",Purdue,N,/players/e/edwarvi01.html
